px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-25.681	3.70223	4.90672	1.11882	-0.494858	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.324924
-25.5649	3.90696	4.88626	1.08723	-0.506615	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.14278
-25.5023	4.06665	4.72255	1.06983	-0.500559	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.66072
-25.3803	4.26256	4.71208	1.03947	-0.509196	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.574181
-25.2171	4.49635	4.81763	1.00696	-0.515037	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.15309
-25.0678	4.688	4.76554	0.982228	-0.498538	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.9486
-24.9505	4.88055	4.74144	0.961782	-0.494137	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.392334
-24.7949	5.06902	4.74532	0.931254	-0.499046	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.31768
-24.6225	5.29861	4.86023	0.907546	-0.495311	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	1.00385
-24.4495	5.48054	4.92101	0.864997	-0.530766	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.856992
-24.2611	5.6541	4.92644	0.827641	-0.542442	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.21195
-24.0966	5.81349	4.91559	0.791353	-0.562057	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.14113
-23.9228	5.97108	4.88545	0.759231	-0.567196	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0533206
-23.7832	6.14566	4.69177	0.764258	-0.495646	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.53586
-23.619	6.29883	4.67004	0.738992	-0.496772	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0486146
-23.4734	6.46021	4.58744	0.730427	-0.467284	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.55138
-23.2371	6.71601	4.85981	0.725892	-0.439258	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.56531
-23.044	6.85107	4.80385	0.696845	-0.441872	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.49373
-22.8271	7.03365	4.9008	0.677744	-0.436189	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.984506
-22.614	7.17048	4.94081	0.641378	-0.45995	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.56556
-22.4316	7.31009	4.90629	0.619914	-0.459118	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.318672
-22.1967	7.44952	5.07397	0.576035	-0.503959	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.29277
-22.014	7.61016	5.06689	0.566219	-0.487183	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.1144
-21.8296	7.78428	4.96963	0.57523	-0.428339	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.73874
-21.6236	7.92353	4.97381	0.556734	-0.425003	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0450848
-21.4353	8.05331	4.90518	0.543506	-0.411026	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.61706
-21.2228	8.06751	4.7421	0.480779	-0.461789	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.46728
-21.036	8.20807	4.5989	0.487846	-0.404748	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	5.62199
-20.8592	8.36536	4.62653	0.492173	-0.376523	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.13978
-20.6126	8.48353	4.80681	0.461552	-0.403412	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.83494
-20.3541	8.63641	4.94221	0.454346	-0.385339	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.4318
-20.1597	8.76077	4.8072	0.458136	-0.34092	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	1.60548
-19.9664	8.85693	4.75729	0.440748	-0.342555	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.51559
-19.7735	8.96287	4.64532	0.437377	-0.314601	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.960691
-19.5552	9.03478	4.62638	0.410272	-0.327797	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.517765
-19.3106	9.14649	4.76087	0.393861	-0.33363	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.80178
-19.0129	9.25497	4.92036	0.375772	-0.33142	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	6.24254
-18.7984	9.33489	4.89652	0.355905	-0.338121	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.65017
-18.5355	9.44714	4.98945	0.34763	-0.326154	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.762057
-18.2648	9.48549	5.1333	0.2956	-0.386914	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.35038
-17.9543	9.63425	5.3362	0.302735	-0.352109	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	2.64077
-17.7051	9.7368	5.23482	0.307807	-0.306998	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	3.02033
-17.4262	9.8464	5.32304	0.30364	-0.292261	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.513587
-17.1721	9.93291	5.33809	0.292061	-0.289617	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.367229
-16.8976	10.0553	5.42279	0.295838	-0.267249	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.557887
-16.6364	10.1318	5.42447	0.281966	-0.267691	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0260465
-16.3962	10.2257	5.40651	0.277833	-0.257831	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	1.12226
-16.1318	10.3038	5.4438	0.264504	-0.262129	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.417988
-15.9177	10.3004	5.27686	0.224584	-0.295701	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	1.51302
-15.6702	10.3654	5.22651	0.216968	-0.281794	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.226494
-15.4725	10.3337	5.03544	0.170231	-0.323191	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	2.13406
-15.161	10.3757	5.30359	0.141403	-0.35397	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	7.66064
-14.9011	10.426	5.31047	0.129902	-0.346612	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.185062
-14.668	10.4515	5.07695	0.12412	-0.311072	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.42358
-14.4404	10.4047	4.97332	0.0766698	-0.350891	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.1165
-14.1821	10.4257	4.99045	0.0612087	-0.347064	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.555183
-13.854	10.5978	5.24462	0.112852	-0.258806	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	7.83443
-13.6022	10.6561	5.12917	0.124101	-0.212191	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	1.75783
-13.3633	10.6471	5.07275	0.0962251	-0.233678	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.570568
-13.1003	10.671	5.12161	0.0826482	-0.239197	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.275575
-12.8405	10.7701	5.18093	0.104752	-0.198261	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	3.99798
-12.574	10.8219	5.18615	0.109181	-0.176029	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.33127
-12.3545	10.7765	5.06153	0.0685402	-0.215216	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.8281
-12.1027	10.8079	5.01741	0.0690315	-0.194381	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.487623
-11.8526	10.8772	5.04949	0.0817863	-0.167852	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.13926
-11.5727	10.8991	5.11903	0.0742618	-0.167065	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.7694
-11.3504	10.9096	5.04641	0.0615538	-0.173424	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.66813
-11.0777	10.8502	5.30421	-0.00399634	-0.280283	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	8.74527
-10.7742	10.8259	5.37414	-0.0255492	-0.28752	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.68931
-10.5182	10.8253	5.31305	-0.0337218	-0.275131	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.333812
-10.29	10.8138	5.23522	-0.0500188	-0.279832	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.05094
-10.0514	10.8626	4.9901	-0.0196133	-0.196565	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.35579
-9.78582	10.916	5.04916	-0.00368603	-0.165555	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.11942
-9.56902	10.886	4.95856	-0.0258667	-0.182934	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	3.79128
-9.3019	10.9185	5.01637	-0.0172003	-0.161396	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.802132
-9.06618	10.8915	4.95086	-0.0328728	-0.166708	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.45981
-8.79234	10.9304	5.02714	-0.0195342	-0.140549	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	1.17625
-8.5644	10.8799	4.95783	-0.0468689	-0.164871	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.24075
-8.42363	10.7903	4.69567	-0.0951112	-0.215019	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	3.89132
-8.18123	10.7957	4.6685	-0.0881236	-0.186073	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.5161
-7.80478	10.8652	5.00664	-0.0464054	-0.120502	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	6.79786
-7.54432	10.8646	4.96918	-0.0382021	-0.0905802	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	1.99598
-7.25912	10.8588	5.05245	-0.0379068	-0.0836651	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.717318
-7.03166	10.8863	4.90796	-0.01419	-0.0303153	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	3.24261
